cluster;repas;compagnie;malus;aliment_1;aliment_2;score
cluster_3;dejeuner;seul;False;sauces;condiments d'assaisonnement;0.7176229236979683
cluster_3;dejeuner;seul;False;vin;eau de source;0.9931506849315068
cluster_3;dejeuner;seul;False;vin;eau du robinet;0.46873902353354413
cluster_3;dejeuner;seul;False;vin;eau minérale plate;0.6876712328767123
cluster_3;dejeuner;seul;False;volailles et lapins;jambons et charcuteries en pièces;0.7321557317952415
cluster_3;dejeuner;seul;False;volailles et lapins;poissons de mer;1.0123410401938289
cluster_3;dejeuner;seul;False;yaourts et assimilés;fromages affinés;0.6912029304382511
cluster_4;dejeuner;seul;False;beurre;huile;0.7923293326071281
cluster_4;dejeuner;seul;False;boeuf en pièces ou haché;jambons et charcuteries en pièces;1.0010799136069113
cluster_4;dejeuner;seul;False;boeuf en pièces ou haché;volailles et lapins;0.9881209503239741
cluster_4;dejeuner;seul;False;eau de source;eau du robinet;0.45691421609348176
cluster_4;dejeuner;seul;False;eau de source;eau minérale plate;0.9946004319654428
cluster_4;dejeuner;seul;False;eau de source;vin;0.810622422933438
cluster_4;dejeuner;seul;False;eau du robinet;eau de source;0.7225729633936978
cluster_4;dejeuner;seul;False;eau du robinet;eau minérale plate;0.7171733953591405
cluster_4;dejeuner;seul;False;eau du robinet;vin;0.7928511541435889
cluster_4;dejeuner;seul;False;eau minérale plate;eau de source;1.0053995680345573
cluster_4;dejeuner;seul;False;eau minérale plate;eau du robinet;0.462313784128039
cluster_4;dejeuner;seul;False;eau minérale plate;vin;0.8160219909679953
cluster_4;dejeuner;seul;False;fromages affinés;yaourts et assimilés;0.6792197049767934
cluster_4;dejeuner;seul;False;huile;beurre;0.8696424983787874
cluster_4;dejeuner;seul;False;jambons et charcuteries en pièces;boeuf en pièces ou haché;0.9989200863930885
cluster_4;dejeuner;seul;False;jambons et charcuteries en pièces;volailles et lapins;0.9870410367170626
cluster_4;dejeuner;seul;False;légumes feuilles;légumes fruits;0.8863583316632069
cluster_4;dejeuner;seul;False;légumes feuilles;légumes racines, tubercules ou bulbes;0.7560115190784737
cluster_4;dejeuner;seul;False;légumes fruits;légumes feuilles;0.9031153525473193
cluster_4;dejeuner;seul;False;légumes fruits;légumes racines, tubercules ou bulbes;0.8473394855684273
cluster_4;dejeuner;seul;False;légumes racines, tubercules ou bulbes;légumes feuilles;0.710655147588193
cluster_4;dejeuner;seul;False;légumes racines, tubercules ou bulbes;légumes fruits;0.7890241507952092
cluster_4;dejeuner;seul;False;pain;pommes de terre et apparentés;0.7410511159107271
cluster_4;dejeuner;seul;False;pain;pâtes alimentaires;0.7583297336213103
cluster_4;dejeuner;seul;False;pommes de terre et apparentés;pain;0.3522822174226062
cluster_4;dejeuner;seul;False;pommes de terre et apparentés;pâtes alimentaires;1.0172786177105833
cluster_4;dejeuner;seul;False;pâtes alimentaires;pain;0.33500359971202304
cluster_4;dejeuner;seul;False;pâtes alimentaires;pommes de terre et apparentés;0.9827213822894169
cluster_4;dejeuner;seul;False;vin;eau de source;0.8257412134301982
cluster_4;dejeuner;seul;False;vin;eau du robinet;0.5559860551587367
cluster_4;dejeuner;seul;False;vin;eau minérale plate;0.8203416453956411
cluster_4;dejeuner;seul;False;volailles et lapins;boeuf en pièces ou haché;1.011879049676026
cluster_4;dejeuner;seul;False;volailles et lapins;jambons et charcuteries en pièces;1.0129589632829372
cluster_4;dejeuner;seul;False;yaourts et assimilés;fromages affinés;0.4697164652359726
cluster_5;dejeuner;seul;False;beurre;huile;0.6474709172767705
cluster_5;dejeuner;seul;False;beurre;margarine;0.6738705738705738
cluster_5;dejeuner;seul;False;boeuf en pièces ou haché;jambons et charcuteries en pièces;0.8284992784992784
cluster_5;dejeuner;seul;False;boeuf en pièces ou haché;poissons de mer;0.83008658008658
cluster_5;dejeuner;seul;False;boeuf en pièces ou haché;saucisses, saucissons, andouilles et boudins;0.8404040404040405
cluster_5;dejeuner;seul;False;boeuf en pièces ou haché;volailles et lapins;0.8324675324675324
cluster_5;dejeuner;seul;False;condiments d'assaisonnement;sauces;0.7668448900027847
cluster_5;dejeuner;seul;False;eau de source;eau du robinet;0.4966903073286052
cluster_5;dejeuner;seul;False;eau de source;eau minérale plate;0.6267770876466529
cluster_5;dejeuner;seul;False;eau de source;vin;1.0166666666666666
cluster_5;dejeuner;seul;False;eau du robinet;eau de source;0.6522458628841608
cluster_5;dejeuner;seul;False;eau du robinet;eau minérale plate;0.8571729847434101
cluster_5;dejeuner;seul;False;eau du robinet;vin;0.6689125295508274
cluster_5;dejeuner;seul;False;eau minérale plate;eau de source;0.6775707384403037
cluster_5;dejeuner;seul;False;eau minérale plate;eau du robinet;0.761874634304209
cluster_5;dejeuner;seul;False;eau minérale plate;vin;0.6942374051069703
cluster_5;dejeuner;seul;False;fromages affinés;yaourts et assimilés;0.7069916556873078
cluster_5;dejeuner;seul;False;haricots verts et petits pois (légumes potagers);légumes feuilles;0.6389724310776943
cluster_5;dejeuner;seul;False;haricots verts et petits pois (légumes potagers);légumes fruits;0.6461152882205514
cluster_5;dejeuner;seul;False;haricots verts et petits pois (légumes potagers);légumes racines, tubercules ou bulbes;0.6572263993316625
cluster_5;dejeuner;seul;False;huile;beurre;0.7855999488649617
cluster_5;dejeuner;seul;False;huile;margarine;0.6958910990556559
cluster_5;dejeuner;seul;False;jambons et charcuteries en pièces;boeuf en pièces ou haché;0.8078643578643578
cluster_5;dejeuner;seul;False;jambons et charcuteries en pièces;poissons de mer;1.0015873015873016
cluster_5;dejeuner;seul;False;jambons et charcuteries en pièces;saucisses, saucissons, andouilles et boudins;1.0119047619047619
cluster_5;dejeuner;seul;False;jambons et charcuteries en pièces;volailles et lapins;1.003968253968254
cluster_5;dejeuner;seul;False;légumes feuilles;haricots verts et petits pois (légumes potagers);0.7294486215538847
cluster_5;dejeuner;seul;False;légumes feuilles;légumes fruits;1.007947111818818
cluster_5;dejeuner;seul;False;légumes feuilles;légumes racines, tubercules ou bulbes;1.0243533682265507
cluster_5;dejeuner;seul;False;légumes fruits;haricots verts et petits pois (légumes potagers);0.7223057644110276
cluster_5;dejeuner;seul;False;légumes fruits;légumes feuilles;0.9920528881811822
cluster_5;dejeuner;seul;False;légumes fruits;légumes racines, tubercules ou bulbes;1.0164062564077327
cluster_5;dejeuner;seul;False;légumes racines, tubercules ou bulbes;haricots verts et petits pois (légumes potagers);0.7111946532999165
cluster_5;dejeuner;seul;False;légumes racines, tubercules ou bulbes;légumes feuilles;0.9756466317734495
cluster_5;dejeuner;seul;False;légumes racines, tubercules ou bulbes;légumes fruits;0.9835937435922673
cluster_5;dejeuner;seul;False;margarine;beurre;0.5056166056166057
cluster_5;dejeuner;seul;False;margarine;huile;0.3927164958810529
cluster_5;dejeuner;seul;False;pain;pommes de terre et apparentés;0.7703292798045422
cluster_5;dejeuner;seul;False;pain;pâtes alimentaires;0.7508988334289538
cluster_5;dejeuner;seul;False;poissons de mer;boeuf en pièces ou haché;0.8062770562770563
cluster_5;dejeuner;seul;False;poissons de mer;jambons et charcuteries en pièces;0.9984126984126984
cluster_5;dejeuner;seul;False;poissons de mer;saucisses, saucissons, andouilles et boudins;1.0103174603174603
cluster_5;dejeuner;seul;False;poissons de mer;volailles et lapins;1.0023809523809524
cluster_5;dejeuner;seul;False;pommes de terre et apparentés;pain;0.40208451329890615
cluster_5;dejeuner;seul;False;pommes de terre et apparentés;pâtes alimentaires;0.8443722943722944
cluster_5;dejeuner;seul;False;pâtes alimentaires;pain;0.3334385159686365
cluster_5;dejeuner;seul;False;pâtes alimentaires;pommes de terre et apparentés;0.791991341991342
cluster_5;dejeuner;seul;False;sauces;condiments d'assaisonnement;0.7887106655527708
cluster_5;dejeuner;seul;False;saucisses, saucissons, andouilles et boudins;boeuf en pièces ou haché;0.795959595959596
cluster_5;dejeuner;seul;False;saucisses, saucissons, andouilles et boudins;jambons et charcuteries en pièces;0.9880952380952381
cluster_5;dejeuner;seul;False;saucisses, saucissons, andouilles et boudins;poissons de mer;0.9896825396825397
cluster_5;dejeuner;seul;False;saucisses, saucissons, andouilles et boudins;volailles et lapins;0.9920634920634921
cluster_5;dejeuner;seul;False;vin;eau de source;0.9833333333333334
cluster_5;dejeuner;seul;False;vin;eau du robinet;0.48002364066193853
cluster_5;dejeuner;seul;False;vin;eau minérale plate;0.6101104209799861
cluster_5;dejeuner;seul;False;volailles et lapins;boeuf en pièces ou haché;0.8038961038961039
cluster_5;dejeuner;seul;False;volailles et lapins;jambons et charcuteries en pièces;0.996031746031746
cluster_5;dejeuner;seul;False;volailles et lapins;poissons de mer;0.9976190476190476
cluster_5;dejeuner;seul;False;volailles et lapins;saucisses, saucissons, andouilles et boudins;1.007936507936508
cluster_5;dejeuner;seul;False;yaourts et assimilés;fromages affinés;0.5657356170399649
cluster_6;dejeuner;seul;False;beurre;huile;0.8159071711202344
cluster_6;dejeuner;seul;False;beurre;margarine;0.6944244460443164
cluster_6;dejeuner;seul;False;eau de source;eau du robinet;0.5891781289075821
cluster_6;dejeuner;seul;False;eau de source;eau minérale plate;0.9827213822894169
cluster_6;dejeuner;seul;False;eau de source;vin;0.7976634596505008
cluster_6;dejeuner;seul;False;eau du robinet;eau de source;0.7792429237239968
cluster_6;dejeuner;seul;False;eau du robinet;eau minérale plate;0.7619643060134137
cluster_6;dejeuner;seul;False;eau du robinet;vin;0.8955940682217107
cluster_6;dejeuner;seul;False;eau minérale plate;eau de source;1.0172786177105833
cluster_6;dejeuner;seul;False;eau minérale plate;eau du robinet;0.6064567466181653
cluster_6;dejeuner;seul;False;eau minérale plate;vin;0.8149420773610838
cluster_6;dejeuner;seul;False;fromages affinés;yaourts et assimilés;0.7180486430650765
cluster_6;dejeuner;seul;False;huile;beurre;0.7919359661346677
cluster_6;dejeuner;seul;False;huile;margarine;0.7094093342097849
cluster_6;dejeuner;seul;False;margarine;beurre;0.5648348132149428
cluster_6;dejeuner;seul;False;margarine;huile;0.5949384918771716
cluster_6;dejeuner;seul;False;pain;pommes de terre et apparentés;0.7066664517584862
cluster_6;dejeuner;seul;False;pain;pâtes alimentaires;0.7569408992735126
cluster_6;dejeuner;seul;False;pommes de terre et apparentés;pain;0.3978111601818123
cluster_6;dejeuner;seul;False;pommes de terre et apparentés;pâtes alimentaires;0.8570587080306302
cluster_6;dejeuner;seul;False;pâtes alimentaires;pain;0.3703318279992146
cluster_6;dejeuner;seul;False;pâtes alimentaires;pommes de terre et apparentés;0.779304928333006
cluster_6;dejeuner;seul;False;vin;eau de source;0.8387001767131357
cluster_6;dejeuner;seul;False;vin;eau du robinet;0.7565798448217675
cluster_6;dejeuner;seul;False;vin;eau minérale plate;0.8214215590025524
cluster_6;dejeuner;seul;False;yaourts et assimilés;fromages affinés;0.58629918302188
cluster_7;dejeuner;seul;False;beurre;huile;0.7218386959820687
cluster_7;dejeuner;seul;False;beurre;margarine;0.7821098055587988
cluster_7;dejeuner;seul;False;boeuf en pièces ou haché;jambons et charcuteries en pièces;0.7444075304540421
cluster_7;dejeuner;seul;False;boeuf en pièces ou haché;oeufs et dérivés;0.7698781838316722
cluster_7;dejeuner;seul;False;boeuf en pièces ou haché;volailles et lapins;0.753266888150609
cluster_7;dejeuner;seul;False;eau de source;eau du robinet;0.8557129753824589
cluster_7;dejeuner;seul;False;eau de source;eau minérale plate;0.8425450518473774
cluster_7;dejeuner;seul;False;eau de source;sodas et colas;0.853619248968086
cluster_7;dejeuner;seul;False;eau du robinet;eau de source;0.9337607088280674
cluster_7;dejeuner;seul;False;eau du robinet;eau minérale plate;0.7920265780730897
cluster_7;dejeuner;seul;False;eau du robinet;sodas et colas;0.8031007751937984
cluster_7;dejeuner;seul;False;eau minérale plate;eau de source;0.7938185845162589
cluster_7;dejeuner;seul;False;eau minérale plate;eau du robinet;0.674640088593577
cluster_7;dejeuner;seul;False;eau minérale plate;sodas et colas;1.011074197120709
cluster_7;dejeuner;seul;False;fromages affinés;yaourts et assimilés;0.770985603543743
cluster_7;dejeuner;seul;False;haricots verts et petits pois (légumes potagers);légumes feuilles;0.9861572535991141
cluster_7;dejeuner;seul;False;haricots verts et petits pois (légumes potagers);légumes fruits;0.9961240310077519
cluster_7;dejeuner;seul;False;haricots verts et petits pois (légumes potagers);légumes racines, tubercules ou bulbes;0.9977851605758583
cluster_7;dejeuner;seul;False;huile;beurre;0.6963431221997495
cluster_7;dejeuner;seul;False;huile;margarine;0.8260552624844177
cluster_7;dejeuner;seul;False;jambons et charcuteries en pièces;boeuf en pièces ou haché;0.7222591362126246
cluster_7;dejeuner;seul;False;jambons et charcuteries en pièces;oeufs et dérivés;1.02547065337763
cluster_7;dejeuner;seul;False;jambons et charcuteries en pièces;volailles et lapins;1.008859357696567
cluster_7;dejeuner;seul;False;légumes feuilles;haricots verts et petits pois (légumes potagers);1.013842746400886
cluster_7;dejeuner;seul;False;légumes feuilles;légumes fruits;1.0099667774086378
cluster_7;dejeuner;seul;False;légumes feuilles;légumes racines, tubercules ou bulbes;1.0116279069767442
cluster_7;dejeuner;seul;False;légumes fruits;haricots verts et petits pois (légumes potagers);1.003875968992248
cluster_7;dejeuner;seul;False;légumes fruits;légumes feuilles;0.9900332225913622
cluster_7;dejeuner;seul;False;légumes fruits;légumes racines, tubercules ou bulbes;1.0016611295681064
cluster_7;dejeuner;seul;False;légumes racines, tubercules ou bulbes;haricots verts et petits pois (légumes potagers);1.0022148394241417
cluster_7;dejeuner;seul;False;légumes racines, tubercules ou bulbes;légumes feuilles;0.9883720930232558
cluster_7;dejeuner;seul;False;légumes racines, tubercules ou bulbes;légumes fruits;0.9983388704318936
cluster_7;dejeuner;seul;False;margarine;beurre;0.6464616230126298
cluster_7;dejeuner;seul;False;margarine;huile;0.7295002930711378
cluster_7;dejeuner;seul;False;oeufs et dérivés;boeuf en pièces ou haché;0.6967884828349944
cluster_7;dejeuner;seul;False;oeufs et dérivés;jambons et charcuteries en pièces;0.9745293466223699
cluster_7;dejeuner;seul;False;oeufs et dérivés;volailles et lapins;0.9833887043189369
cluster_7;dejeuner;seul;False;pain;pommes de terre et apparentés;0.6671878053547
cluster_7;dejeuner;seul;False;pain;pâtes alimentaires;0.7183186432828227
cluster_7;dejeuner;seul;False;pain;riz;0.7081623347013224
cluster_7;dejeuner;seul;False;pommes de terre et apparentés;pain;0.47006709660608437
cluster_7;dejeuner;seul;False;pommes de terre et apparentés;pâtes alimentaires;0.8248263364542434
cluster_7;dejeuner;seul;False;pommes de terre et apparentés;riz;1.0409745293466224
cluster_7;dejeuner;seul;False;pâtes alimentaires;pain;0.5544086294444499
cluster_7;dejeuner;seul;False;pâtes alimentaires;pommes de terre et apparentés;0.8115372999093929
cluster_7;dejeuner;seul;False;pâtes alimentaires;riz;0.8525118292560152
cluster_7;dejeuner;seul;False;riz;pain;0.429092567259462
cluster_7;dejeuner;seul;False;riz;pommes de terre et apparentés;0.9590254706533776
cluster_7;dejeuner;seul;False;riz;pâtes alimentaires;0.783851807107621
cluster_7;dejeuner;seul;False;sodas et colas;eau de source;0.7827443873955502
cluster_7;dejeuner;seul;False;sodas et colas;eau du robinet;0.6635658914728682
cluster_7;dejeuner;seul;False;sodas et colas;eau minérale plate;0.9889258028792913
cluster_7;dejeuner;seul;False;volailles et lapins;boeuf en pièces ou haché;0.7133997785160575
cluster_7;dejeuner;seul;False;volailles et lapins;jambons et charcuteries en pièces;0.991140642303433
cluster_7;dejeuner;seul;False;volailles et lapins;oeufs et dérivés;1.0166112956810631
cluster_7;dejeuner;seul;False;yaourts et assimilés;fromages affinés;0.6956810631229235
cluster_1;diner;seul;False;beurre;huile;0.8013250517598344
cluster_1;diner;seul;False;condiments d'assaisonnement;sauces;0.9709576138147566
cluster_1;diner;seul;False;eau de source;eau du robinet;0.945054945054945
cluster_1;diner;seul;False;eau de source;eau minérale plate;0.786784643927501
cluster_1;diner;seul;False;eau de source;vin;1.0188383045525904
cluster_1;diner;seul;False;eau du robinet;eau de source;1.054945054945055
cluster_1;diner;seul;False;eau du robinet;eau minérale plate;0.841729698872556
cluster_1;diner;seul;False;eau du robinet;vin;1.0737833594976451
cluster_1;diner;seul;False;eau minérale plate;eau de source;0.8495789924361352
cluster_1;diner;seul;False;eau minérale plate;eau du robinet;0.7946339374910802
cluster_1;diner;seul;False;eau minérale plate;vin;0.8684172969887256
cluster_1;diner;seul;False;fromage blanc et petits suisses;fromages affinés;0.7703011274439846
cluster_1;diner;seul;False;fromage blanc et petits suisses;yaourts et assimilés;0.6328623757195186
cluster_1;diner;seul;False;fromages affinés;fromage blanc et petits suisses;0.8660625089196519
cluster_1;diner;seul;False;fromages affinés;yaourts et assimilés;0.6316202594398084
cluster_1;diner;seul;False;huile;beurre;0.8508488612836439
cluster_1;diner;seul;False;jambons et charcuteries en pièces;oeufs et dérivés;1.0259026687598116
cluster_1;diner;seul;False;légumes feuilles;légumes fruits;0.8566433566433567
cluster_1;diner;seul;False;légumes feuilles;légumes racines, tubercules ou bulbes;0.8715570144141573
cluster_1;diner;seul;False;légumes fruits;légumes feuilles;0.7797202797202798
cluster_1;diner;seul;False;légumes fruits;légumes racines, tubercules ou bulbes;1.0149136577708007
cluster_1;diner;seul;False;légumes racines, tubercules ou bulbes;légumes feuilles;0.7648066219494791
cluster_1;diner;seul;False;légumes racines, tubercules ou bulbes;légumes fruits;0.9850863422291993
cluster_1;diner;seul;False;oeufs et dérivés;jambons et charcuteries en pièces;0.9740973312401884
cluster_1;diner;seul;False;pain;pommes de terre et apparentés;0.7426594569451713
cluster_1;diner;seul;False;pain;pâtes alimentaires;0.7316704459561603
cluster_1;diner;seul;False;pommes de terre et apparentés;pain;0.516599802314088
cluster_1;diner;seul;False;pommes de terre et apparentés;pâtes alimentaires;0.989010989010989
cluster_1;diner;seul;False;pâtes alimentaires;pain;0.527588813303099
cluster_1;diner;seul;False;pâtes alimentaires;pommes de terre et apparentés;1.010989010989011
cluster_1;diner;seul;False;sauces;condiments d'assaisonnement;1.0290423861852434
cluster_1;diner;seul;False;vin;eau de source;0.9811616954474097
cluster_1;diner;seul;False;vin;eau du robinet;0.9262166405023547
cluster_1;diner;seul;False;vin;eau minérale plate;0.7679463393749109
cluster_1;diner;seul;False;yaourts et assimilés;fromage blanc et petits suisses;0.8338042909471481
cluster_1;diner;seul;False;yaourts et assimilés;fromages affinés;0.7368007931917706
cluster_5;diner;seul;False;beurre;huile;0.545778697952611
cluster_5;diner;seul;False;condiments d'assaisonnement;sauces;0.6815734989648032
cluster_5;diner;seul;False;eau du robinet;eau minérale plate;0.7196917414308719
cluster_5;diner;seul;False;eau minérale plate;eau du robinet;0.5395675178283874
cluster_5;diner;seul;False;fromages affinés;yaourts et assimilés;0.8046862129611079
cluster_5;diner;seul;False;huile;beurre;0.7134805613066483
cluster_5;diner;seul;False;légumes feuilles;légumes fruits;0.6966873706004141
cluster_5;diner;seul;False;légumes fruits;légumes feuilles;0.6076604554865425
cluster_5;diner;seul;False;sauces;condiments d'assaisonnement;0.7850931677018633
cluster_5;diner;seul;False;yaourts et assimilés;fromages affinés;0.7508693425944477
